,Unnamed: 0,surface_x,surface_y,bh_x,bh_y,standardized_operator_name,gross_perforated_length,number_of_stages,total_proppant,total_fluid,true_vertical_depth,ffs_frac_type,proppant_intensity,frac_fluid_intensity,average_stage_length,average_proppant_per_stage,average_frac_fluid_per_stage,proppant_to_frac_fluid_ratio,frac_fluid_to_proppant_ratio,bin_lateral_length,pad_id,relative_well_position,batch_frac_classification,well_family_relationship,frac_type,frac_seasoning,horizontal_midpoint_x,horizontal_midpoint_y,horizontal_toe_x,horizontal_toe_y,OilPeakRate
4622,4622,1216061.094,926163.8855,1211496.885,926841.2642,1018,3275.590551,12.0,112780.0,983676.6522,6763.779528,Slickwater Crosslink Hybrid,34.43043269,300.3051318,272.9658793,9398.333333,81973.05435,0.1146514959999999,8.722084166,1.0,107723,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,51.0,1213442.042,926755.7382,1211541.0,927160.3397,5.607143725
4629,4629,1102338.094,807555.704,1097642.805,808237.1928,1028,3359.251969,10.0,200888.7143,850799.5602,10807.08661,Crosslink Only,59.80162136,253.2705401,335.92519689999995,20088.871430000003,85079.95602,0.236117558,4.235178483,1.0,117013,Inner Well,Batch-Sequential Frac,Sibling Well,Primary Frac,129.0,1099615.14,808178.3831,1097699.398,808575.571,93.25834777
4638,4638,1253649.492,728973.7377,1261736.53,728113.6426,1213,7112.204723999999,48.0,808420.0,4389569.679,9151.574803,Slickwater Only,113.6665818,617.1883192,148.17093180000003,16842.08333,91449.36832,0.1841683939999999,5.429813314,1.5,112916,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,35.0,1257996.325,728322.5665,1261652.494,727531.4862,506.8500784
4644,4644,1165043.872,794714.0016,1169746.529,793978.8908,1213,3945.866142,11.0,238674.3571,931224.6441,11749.01575,Crosslink Only,60.48719054,236.0000595,358.7151038,21697.66883,84656.78583,0.25630159,3.901653513,1.0,104858,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,19.0,1167747.52,794003.3707,1169671.461,793616.9615,234.1080294
4651,4651,1024809.806,793172.6062,1020651.293,794304.9048,1205,4102.362204999999,11.0,476535.0,1866463.789,9081.692913,Slickwater Only,116.1611228,454.9729389,372.9420186,43321.36364,169678.5263,0.255314356,3.916740195,1.0,102709,Inner Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,193.0,1022727.711,794163.4196,1020744.391,794601.9071,127.4404959
4653,4653,1243701.9,728818.0329,1244400.958,733365.4321,1213,4286.417323,14.0,385583.7143,1980698.807,9184.055118,Crosslink Only,89.95477697,462.08725310000005,306.1726659,27541.693880000003,141478.4862,0.1946705439999999,5.136883984,1.0,117433,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,41.0,1244317.564,731228.3553,1244732.887,733288.1509,278.3571859
4661,4661,1131862.031,858810.9432,1136447.617,858231.7567,1060,3678.149606,12.0,213716.0,886558.4348,11189.96063,Crosslink Only,58.10421622,241.03381580000004,306.5124672,17809.66667,73879.86957000001,0.241062508,4.148301647,1.0,115267,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,10.0,1134534.476,858332.2946,1136393.5259999998,857908.4728,107.0730324
4663,4663,1265178.253,804412.7617,1269936.323,804024.0336,1343,3996.062992,10.0,97708.71429,813203.1973,10537.40157,Slickwater Only,24.45124476,203.5010957,399.6062992,9770.871429,81320.31972999999,0.12015289,8.322729485,1.0,102015,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,27.0,1267832.396,803940.7894,1269888.816,803558.7359,238.6071798
4664,4664,1083343.914,784005.0638,1088028.652,783125.5112,1213,4223.425197,11.0,488694.3571,1772735.274,10443.89764,Undefined,115.7104327,419.7387646000001,383.9477452,44426.75974,161157.7522,0.275672496,3.627492825,1.0,114182,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,30.0,1085980.377,783287.9029,1087942.624,782792.9827,490.8457109
4665,4665,1082901.337,781067.5628,1087586.8390000002,780344.6440000001,1213,4097.440945,11.0,128386.0,1715594.146,10384.84252,Undefined,31.33321547,418.6989317,372.4946314,11671.45455,155963.1042,0.074834716,13.36278213,1.0,104119,Inner Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,27.0,1085478.0,780512.5490000001,1087522.712,780010.2654,310.94052430000005
4666,4666,1128550.064,839665.1181,1126415.971,839983.0889,1289,4054.133858,12.0,217888.5714,891079.6379,11205.70866,Crosslink Only,53.74478965,219.7953173,337.8444882,18157.38095,74256.63649,0.244521996,4.08961164,1.0,101142,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,18.0,1125730.813,840313.2787,1123853.547,840719.1483,221.29765330000004
4671,4671,1086894.504,774601.8703,1076979.512,776200.2863,1213,9246.062992,25.0,359986.2857,1836424.784,8250.984252,Undefined,38.93400748,198.6169449,369.8425197,14399.45143,73456.99137,0.196025608,5.101374294,2.0,103462,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,36.0,1081619.896,775813.9132,1077133.143,776861.0481,227.8333686
4674,4674,1087084.673,775909.2309,1077161.385,777374.7635,1213,9212.598425,24.0,342824.4286,1699816.989,8282.480315,Undefined,37.21256618,184.5100493,383.8582677,14284.35119,70825.70788999999,0.20168314,4.958272654,2.0,105854,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,36.0,1081731.142,777121.3294,1077295.424,778087.3923,131.7619252
4675,4675,1087323.939,777528.3542,1077396.675,778991.8202,1213,9397.637795,25.0,346917.3571,1774992.37,8302.165354,Undefined,36.9153786,188.8764399,375.9055118,13876.69429,70999.6948,0.195447239,5.116470345,2.0,107193,Standalone Well,Batch-Sequential Frac,Standalone Well,Primary Frac,47.0,1082145.15,778675.4989,1077529.2140000002,779702.6147,333.6067977
4676,4676,1087604.358,779379.1055,1077656.218,780699.1704,1213,9239.173228,25.0,344060.7857,1801519.517,8341.535433,Undefined,37.23934785,194.9870916,369.5669291,13762.43143,72060.78068,0.190983657,5.236050116,2.0,107131,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,8.0,1082307.977,780419.1695,1077779.511,781413.3104,278.1071859
4678,4678,1253520.96,727679.6615,1248969.207,728319.9592,1213,3978.346457,10.0,431851.9286,1854317.692,9098.425197,Undefined,108.5506085,466.1026162,397.8346457,43185.19286,185431.7692,0.232889936,4.293873823999999,1.0,117414,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,196.0,1251012.9840000002,728244.6266,1249041.108,728703.2702,207.000032
4684,4684,1250740.784,814714.2741,1255491.941,814204.1745,1213,3956.692913,10.0,216988.3571,960496.0296,10668.30709,Undefined,54.84083852,242.7522304,395.6692913,21698.83571,96049.60296,0.22591281,4.426486482,1.0,101751,Inner Well,Non-Batch Frac,Infill Child Well,Primary Frac,18.0,1253458.125,814180.9771,1255441.52,813861.3772,142.4277998
4685,4685,1251185.759,817833.4713,1255865.84,817065.7086,1213,3962.598425,11.0,233118.6429,1066773.272,10700.7874,Undefined,58.82974196,269.21054260000005,360.2362205,21192.6039,96979.38839,0.218526888,4.576095928,1.0,111367,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,19.0,1253882.119,817190.1105,1255796.182,816726.9396,89.96429964
4691,4691,1232066.3390000002,726829.6424,1222279.186,728211.1540000001,1213,9116.141732,31.0,995147.2857,4350757.673,9316.929134,Undefined,109.1632091,477.2586694,294.0690881,32101.52535,140347.0217,0.228729651,4.371973612,2.0,104957,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,49.0,1226857.336,728038.4919,1222407.372,728915.7688,266.0833745
4706,4706,1078205.679,824089.003,1073545.012,824879.8378,1079,4222.440945,28.0,492634.3571,2577771.078,9275.590551,Undefined,116.6705144,610.4931037,150.80146230000005,17594.08418,92063.25277,0.191108653,5.232625456,1.0,103884,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,23.0,1075568.616,824782.6597,1073615.7659999998,825213.5649,430.2143523
4710,4710,1245924.2240000002,820969.3247,1241184.448,821655.9419,1213,4436.023622,12.0,257279.7857,1144426.439,10940.94488,Undefined,57.99783942,257.9847486,369.6686352,21439.98214,95368.86992,0.224811117,4.448178608,1.0,100649,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,17.0,1243326.225,821548.71,1241245.017,821997.4408,165.178597
4716,4716,1128177.467,838385.8948,1123610.953,839068.7957,1289,3606.299213,12.0,217160.3571,901692.1574,10389.76378,Crosslink Only,60.21695493,250.0325415,300.52493439999995,18096.69643,75141.01312,0.240836471,4.152195038,1.0,111269,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,17.0,1125619.012,838750.2036,1123633.968,839115.1009,145.8722448
4732,4732,1106667.867,836277.8029,1101969.563,836988.7992,1213,4228.346457,22.0,472589.5,2597599.271,10771.65354,Crosslink Only,111.7669767,614.329809,192.1975662,21481.34091,118072.6941,0.181933182,5.496523454,1.0,112258,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,26.0,1104034.57,836912.5615,1102039.353,837327.7455,308.2381429
4733,4733,1107080.959,839080.7141,1102401.1609999998,839792.5044,1213,4144.685039,11.0,159700.0714,1803502.779,10880.90551,Undefined,38.53129247,435.1362678,376.789549,14518.18831,163954.7981,0.088549945,11.29306182,1.0,117575,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,26.0,1104414.419,839721.2785,1102453.3909999998,840131.2955,176.3186781
4735,4735,1025426.947,794304.3184,1018713.741,795918.8211,1205,6004.92126,16.0,179070.0,2703288.6210000003,9176.181102,Slickwater Only,29.82054089,450.1788623,375.3075787,11191.875,168955.5388,0.06624154,15.096267499999998,1.0,117940,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,114.0,1021881.297,795780.8755,1018851.242,796400.3068,134.5952589
4740,4740,1254765.774,759140.6037,1255544.246,763824.8378,1343,3956.692913,20.0,175000.0,885714.4228,9810.03937,Slickwater Only,44.22885572,223.8522024,197.8346457,8750.0,44285.72114,0.197580615,5.061225273,1.0,107233,Inner Well,Non-Batch Frac,Infill Child Well,Primary Frac,17.0,1255403.693,761765.9252,1255818.2140000002,763763.1606,140.70240269999996
4741,4741,1036622.775,797410.365,1031991.01,798020.3462,1205,3999.015748,26.0,480123.2857,2730728.423,10717.51969,Slickwater Crosslink Hybrid,120.0603638,682.8501298,153.808298,18466.28022,105028.0163,0.175822422,5.687556725,1.0,100228,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,18.0,1034060.75,797905.3134,1032047.616,798351.1567,192.5476488
4742,4742,1036655.174,797405.6379999999,1031990.562,798017.2795,1205,3839.566929,26.0,503754.2857,2146781.332,12038.38583,Slickwater Crosslink Hybrid,131.2008086,559.1206956,147.67565109999998,19375.16484,82568.51277999999,0.234655611,4.261564404,1.0,100228,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,107.0,1033958.692,797938.1481,1032047.437,798350.3085,450.9516571
4743,4743,1036687.574,797400.911,1031998.189,798044.3544,1205,4175.19685,28.0,547590.0,2556694.396,12464.56693,Slickwater Crosslink Hybrid,131.1530976,612.3530188999999,149.11417319999998,19556.78571,91310.51413,0.214178903,4.668993947,1.0,100228,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,111.0,1034118.116,797908.6297,1032056.004,798380.4479,169.39288340000002
4748,4748,1109544.497,856857.1653,1104981.429,857860.6374,1025,3229.330709,12.0,266916.9286,929628.1439,11088.58268,Slickwater Crosslink Hybrid,82.65394679,287.8702207,269.11089239999995,22243.07738,77469.01199,0.287122255,3.482836959,1.0,101196,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,38.0,1106999.84,857667.7156,1105073.097,858196.7459,82.11560795
4750,4750,1286674.547,770746.2881,1281956.509,771383.1377,1213,4152.559055,22.0,473299.0,1957989.827,9534.448819,Undefined,113.9776686,471.5140232,188.7526843,21513.59091,88999.53757999999,0.241726996,4.136898296,1.0,117026,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,29.0,1283895.932,771341.8232,1282018.564,771721.0327,279.07147180000004
4757,4757,1265030.417,803432.5686,1269698.912,802459.809,1343,4107.283465,10.0,116964.2857,523892.3311,10528.54331,Slickwater Only,28.47728595,127.55202690000002,410.7283465,11696.42857,52389.23311,0.22326016,4.479079472,1.0,109443,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,3.0,1267687.156,802673.7255,1269614.765,802124.9415,198.4047926
4758,4758,1091111.462,800191.4481,1095789.806,799494.9205,1213,4335.629921,11.0,84564.42857,1780314.7759999998,10553.14961,Crosslink Only,19.50453108,410.6242479,394.1481747,7687.675325,161846.7978,0.0474997059999999,21.05276185,1.0,116053,Inner Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,18.0,1093694.049,799620.953,1095725.468,799159.8434,184.6591556
4776,4776,1080446.004,800302.6913,1090369.198,798836.6058,1213,9379.92126,49.0,1092072.429,5877366.195,10724.40945,Slickwater Crosslink Hybrid,116.4266094,626.5901421,191.4269645,22287.19242,119946.2489,0.185809833,5.381846516,2.0,117313,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,37.0,1085657.437,799159.9775,1090239.608,798120.3972,477.60721680000006
4786,4786,1239009.038,810560.0516,1234433.799,812214.3847,1213,4349.409449,12.0,257175.4286,1165834.895,10709.64567,Undefined,59.12881544,268.0444112,362.4507874,21431.28571,97152.90789,0.220593353,4.533228159,1.0,101967,Outer Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,27.0,1236700.71,812021.6762,1234565.242,812542.4465,173.22621730000003
4819,4819,1082862.38,783349.7366,1087939.95,782819.5179,1213,4411.417323,12.0,171916.0,946067.7417,8330.708661,Undefined,38.97069523,214.458908,367.6181102,14326.33333,78838.97847,0.1817163739999999,5.503081398,1.0,100191,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,37.0,1085677.199,782893.4562,1087886.421,782454.2802,206.7024129
4820,4820,1083084.238,782272.979,1087796.667,781583.4879,1213,4129.92126,11.0,159190.7857,797792.1354,8312.992126000001,Crosslink Only,38.54571932,193.1736915,375.4473873,14471.88961,72526.55776,0.1995391769999999,5.011547193,1.0,115579,Inner Well,Batch-Sequential Frac,Sibling Well,Primary Frac,39.0,1085818.505,781639.0664,1087715.193,781247.8891,207.6552192
4821,4821,1082886.623,780966.5134,1087595.925,780280.7891,1213,4061.023622,23.0,410406.2143,1814313.293,8306.102362,Crosslink Only,101.0597949,446.7625558,176.56624440000002,17843.74845,78883.18664,0.226204711,4.420774417,1.0,104119,Inner Well,Batch-Sequential Frac,Sibling Well,Primary Frac,48.0,1085552.956,780365.5577,1087507.35,779907.8281,176.9881226
4826,4826,1139530.672,766962.0284,1144218.805,766330.12,1110,3741.141732,13.0,417275.5714,1718441.718,10065.94488,Crosslink Only,111.5369588,459.336171,287.7801333,32098.12088,132187.8245,0.242822068,4.118241843,1.0,107268,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,6.0,1142132.458,766448.8347,1144159.125,765991.2215,613.9108093
4848,4848,1125994.779,858732.9689,1121307.396,859617.7503,1343,4290.3543310000005,24.0,442360.2484,2205251.924,11355.31496,Slickwater Only,103.1057611,514.0022837,178.7647638,18431.67702,91885.49683,0.200593975,4.985194605,1.0,107680,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,7.0,1123268.155,859562.901,1121387.371,859955.3647,422.4286368
4849,4849,1125379.6090000002,854601.7983,1120678.457,855294.2406,1343,3966.535433,10.0,161071.4286,736095.1139,11150.59055,Slickwater Only,40.60758596,185.5763364,396.6535433,16107.14286,73609.51139,0.218818772,4.569991838,1.0,116937,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,18.0,1122823.579,855208.2024,1120742.513,855630.1540000001,155.8242305
4850,4850,1264855.403,802117.2086,1269496.922,801161.0461,1343,4168.307087,10.0,116964.2857,394242.561,10483.26772,Slickwater Only,28.06038118,94.58097804,416.8307087,11696.42857,39424.2561,0.296681021,3.370623422,1.0,106413,Inner Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,27.0,1267464.705,801395.03,1269421.963,800824.5261,234.714322
4866,4866,1028438.847,814949.7177,1021584.694,815699.1893,1205,6365.15748,32.0,1221409.143,1729422.363,12057.08661,Slickwater Crosslink Hybrid,191.8898545,271.7014258,198.91117130000003,38169.03571,54044.44884,0.706252659,1.4159238719999998,1.5,100913,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,116.0,1024592.474,815515.2585,1021595.333,816171.8178,587.6715195
4880,4880,1109832.921,858806.1902,1105082.979,859143.3670000001,1025,4045.275591,16.0,331530.2857,2102723.314,9402.559055,Slickwater Linear Hybrid,81.95493194,519.797296,252.8297244,20720.64286,131420.2071,0.157667099,6.342477306,1.0,100187,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,40.0,1107140.341,859196.7805,1105121.498,859487.54,122.8883246
4936,4936,1253974.283,727940.6445,1258759.018,726902.6793,1213,4202.755906,15.0,485205.7857,2069529.32,9088.582677,Crosslink Only,115.44943290000002,492.4219647,280.183727,32347.05238,137968.6214,0.23445224,4.265261011000001,1.0,106832,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,30.0,1256633.5359999998,727119.9322,1258670.945,726560.9213,102.5460476
4941,4941,1249790.82,722383.6554,1250678.956,727073.8487,1213,3991.141732,14.0,443293.3571,1971060.757,9122.047244,Crosslink Only,111.0693097,493.8588729,285.0815523,31663.81122,140790.0541,0.22490091,4.446402649,1.0,111998,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,38.0,1250594.163,725046.1784,1251016.548,726997.2228,240.6981665
4942,4942,1245342.405,728617.8847,1246189.245,733093.8633,1213,3943.897638,14.0,452716.9286,1926384.584,9148.622047,Undefined,114.7892187,488.4469022,281.7069741,32336.92347,137598.8988,0.235008592,4.255163574,1.0,113644,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,34.0,1246099.778,731149.4336,1246512.162,733018.3890000001,181.2762185
4943,4943,1247312.568,733080.4365,1246626.626,728369.7505,1213,4127.952756000001,14.0,451912.9286,1930240.025,8409.448819,Undefined,109.4762841,467.6022569,294.8537683,32279.4949,137874.2875,0.23412266,4.271265332,1.0,107632,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,11.0,1246729.068,730354.6183,1246285.879,728433.7854,195.6321731
4966,4966,1034372.265,816223.6377,1039556.649,815721.255,1025,4210.629921,14.0,262814.2857,1569685.243,9016.732283,Slickwater Crosslink Hybrid,62.41685701,372.7910722,300.75928010000007,18772.44898,112120.3745,0.167431201,5.972602435,1.0,110916,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,141.0,1037408.965,815799.9383,1039504.607,815345.5049,263.1934852
4967,4967,1034368.673,816199.1059999999,1029566.343,816598.474,1025,4200.787402,15.0,319007.7143,1844872.286,9046.259843,Slickwater Linear Hybrid,75.93998072,439.1729714,280.0524934,21267.18095,122991.4857,0.17291588,5.783158847999999,1.0,110916,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,104.0,1031755.565,816451.5806,1029607.258,816941.8364,403.8226815
4968,4968,1034376.307,816251.2359,1029662.471,817179.6021,1025,4210.629921,16.0,340840.0,1907197.795,9001.968504,Slickwater Linear Hybrid,80.94750818,452.948331,263.1643701,21302.5,119199.8622,0.178712455,5.595580904,1.0,110916,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,129.0,1031817.725,817067.1584,1029741.633,817517.9867,327.83353880000004
4974,4974,1080654.639,801704.7044,1085342.388,800972.3994,1213,4065.944882,11.0,476281.7857,1832426.522,10728.34646,Slickwater Only,117.1392627,450.6766754,369.6313529,43298.34416,166584.2292,0.259918627,3.847357965,1.0,116271,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,11.0,1083394.657,801085.1247,1085275.521,800636.0788,98.79763434
4975,4975,1245484.316,818010.7654,1240813.251,819038.7291,1213,4250.0,11.0,235352.7143,1052589.663,10841.53543,Undefined,55.37710924,247.668156,386.3636364,21395.7013,95689.96935,0.223593982,4.472392282,1.0,106746,Standalone Well,Batch-Sequential Frac,Standalone Well,Primary Frac,24.0,1242855.19,818802.5616,1240900.664,819374.6539,311.4167149
